file,Module_check_count,Module_timer_add_total,Module_timer_check_total,Module_timer_remove_total,NewCoveringModule_backtracking_only_calls,NewCoveringModule_bound_samples,NewCoveringModule_covering_heuristic_type,NewCoveringModule_dimension,NewCoveringModule_incremental_and_backtracking_calls,NewCoveringModule_incremental_only_calls,NewCoveringModule_is_sample_outside_algorithm,NewCoveringModule_operator_type,NewCoveringModule_sampling_algorithm,NewCoveringModule_time_compute_covering_count,NewCoveringModule_time_compute_covering_overall_ms,NewCoveringModule_time_construct_derivation_count,NewCoveringModule_time_construct_derivation_overall_ms,NewCoveringModule_total_calls,NewCoveringModule_total_samples,NewCoveringModule_variable_ordering_type,SATModule<SATSettings1>_check_count,SATModule<SATSettings1>_timer_add_total,SATModule<SATSettings1>_timer_check_total,SATModule<SATSettings1>_timer_remove_total,SATModule_0_clauses,SATModule_0_decisions,SATModule_0_introduced_variables,SATModule_0_lemmas_learned,SATModule_0_mcsat_backjumpDecide,SATModule_0_mcsat_booleanConflict,SATModule_0_mcsat_booleanDecision,SATModule_0_mcsat_inconsistentTheoryDecision,SATModule_0_mcsat_insertedLazyExplanation,SATModule_0_mcsat_modelAssignmentCacheHit,SATModule_0_mcsat_theoryConflict,SATModule_0_mcsat_theoryDecision,SATModule_0_mcsat_usedLazyExplanation,SATModule_0_propagations,SATModule_0_restarts,SATModule_0_tseitin_variables,SATModule_0_variables,SATModule_0_variables_preferably_set_to_true,answer,cli_parsing_count,cli_parsing_overall_ms,exitcode,peak_memory_kbytes,runtime
20161105-Sturm-MBO/mbo_E10E22.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,680152,63069
20161105-Sturm-MBO/mbo_E10E23.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,597084,63079
20161105-Sturm-MBO/mbo_E10E24.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,81452,63036
20161105-Sturm-MBO/mbo_E10E25.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,191500,63052
20161105-Sturm-MBO/mbo_E10E26.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,612792,63094
20161105-Sturm-MBO/mbo_E10E27.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memout,,,12,575548,45114
20161105-Sturm-MBO/mbo_E10E28.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,624504,63100
20161105-Sturm-MBO/mbo_E11.smt2,1,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,unsat,1,2,3,15868,65
20161105-Sturm-MBO/mbo_E11E12.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,12,0,3,16388,1,8,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,74808,63052
20161105-Sturm-MBO/mbo_E11E13.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memout,,,12,407624,23602
20161105-Sturm-MBO/mbo_E11E14.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memout,,,12,320108,16603
20161105-Sturm-MBO/mbo_E11E15.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memout,,,12,333380,21449
20161105-Sturm-MBO/mbo_E11E16.smt2,1,0,0,0,0,67,DEFAULT_COVERING,6,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,459,1,227,35432,1,232,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551608,0,,,,,,,,,,0,0,0,8,0,timeout,,,11,140488,63047
20161105-Sturm-MBO/mbo_E11E17.smt2,1,0,0,0,0,0,DEFAULT_COVERING,6,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,5,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551608,0,,,,,,,,,,0,0,0,8,0,timeout,,,11,441728,63045
20161105-Sturm-MBO/mbo_E11E18.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,3056404,63263
20161105-Sturm-MBO/mbo_E11E19.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timeout,,,134,688200,63098
20161105-Sturm-MBO/mbo_E11E20.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memout,,,12,119776,5513
20161105-Sturm-MBO/mbo_E11E21.smt2,1,0,0,0,0,9,DEFAULT_COVERING,6,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,163,0,81,5166,1,81,GreedyMaxUnivariate,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,8,0,unsat,1,5804,3,20324,5844
20161105-Sturm-MBO/mbo_E11E22.smt2,1,0,0,0,0,2,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,30,0,12,38074,1,18,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,59088,63032
20161105-Sturm-MBO/mbo_E11E23.smt2,1,0,1,0,0,2,DEFAULT_COVERING,6,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,37,0,18,19,1,18,GreedyMaxUnivariate,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,8,0,unsat,1,199,3,18352,263
20161105-Sturm-MBO/mbo_E11E24.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,727028,63095
20161105-Sturm-MBO/mbo_E11E25.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memout,,,12,201368,10256
20161105-Sturm-MBO/mbo_E11E26.smt2,1,0,0,0,0,4,DEFAULT_COVERING,6,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,61,0,30,620,1,30,GreedyMaxUnivariate,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,8,0,unsat,1,888,3,19368,952
20161105-Sturm-MBO/mbo_E11E27.smt2,1,0,0,0,0,0,DEFAULT_COVERING,4,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,0,3,0,1,3,GreedyMaxUnivariate,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,6,0,unsat,1,4,3,17588,45
20161105-Sturm-MBO/mbo_E11E28.smt2,1,0,0,0,0,9,DEFAULT_COVERING,6,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,103,0,51,127,1,51,GreedyMaxUnivariate,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,8,0,unsat,1,1375,3,23436,1423
20161105-Sturm-MBO/mbo_E12.smt2,1,0,0,0,0,12,DEFAULT_COVERING,6,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,127,0,61,55690,1,65,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551608,0,,,,,,,,,,0,0,0,8,0,timeout,,,11,163228,63037
20161105-Sturm-MBO/mbo_E12E13.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,33912,63067
20161105-Sturm-MBO/mbo_E12E14.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,34016,63081
20161105-Sturm-MBO/mbo_E12E15.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,1275588,63140
20161105-Sturm-MBO/mbo_E12E16.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,34692,63019
20161105-Sturm-MBO/mbo_E12E17.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,33196,63021
20161105-Sturm-MBO/mbo_E12E18.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,32000,63029
20161105-Sturm-MBO/mbo_E12E19.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,652716,63089
20161105-Sturm-MBO/mbo_E12E20.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,902200,63089
20161105-Sturm-MBO/mbo_E12E21.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,616152,63127
20161105-Sturm-MBO/mbo_E12E22.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,10,0,2,14158,1,8,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,66404,63131
20161105-Sturm-MBO/mbo_E12E23.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,12,0,3,2243,1,8,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,191244,63036
20161105-Sturm-MBO/mbo_E12E24.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,85036,63158
20161105-Sturm-MBO/mbo_E12E25.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,165472,63074
20161105-Sturm-MBO/mbo_E12E26.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,765268,63900
20161105-Sturm-MBO/mbo_E12E27.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,406112,63119
20161105-Sturm-MBO/mbo_E12E28.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,41560,63139
20161105-Sturm-MBO/mbo_E13.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timeout,,,134,551480,63113
20161105-Sturm-MBO/mbo_E13E14.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,75972,63045
20161105-Sturm-MBO/mbo_E13E15.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,67816,63062
20161105-Sturm-MBO/mbo_E13E16.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timeout,,,12,1190176,62325
20161105-Sturm-MBO/mbo_E13E17.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,33992,63030
20161105-Sturm-MBO/mbo_E13E18.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,40992,63046
20161105-Sturm-MBO/mbo_E13E19.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,119092,63061
20161105-Sturm-MBO/mbo_E13E20.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memout,,,12,695956,45848
20161105-Sturm-MBO/mbo_E13E21.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,1534852,63231
20161105-Sturm-MBO/mbo_E13E22.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,167276,63045
20161105-Sturm-MBO/mbo_E13E23.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,112860,63078
20161105-Sturm-MBO/mbo_E13E24.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,30152,63030
20161105-Sturm-MBO/mbo_E13E25.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,751468,63150
20161105-Sturm-MBO/mbo_E13E26.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memout,,,12,448428,20014
20161105-Sturm-MBO/mbo_E13E27.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,1795268,63259
20161105-Sturm-MBO/mbo_E13E28.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,1,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,171480,63064
20161105-Sturm-MBO/mbo_E14.smt2,1,0,0,0,0,0,DEFAULT_COVERING,6,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,5,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551608,0,,,,,,,,,,0,0,0,8,0,timeout,,,11,363376,63086
20161105-Sturm-MBO/mbo_E14E15.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,68208,63218
20161105-Sturm-MBO/mbo_E14E16.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,7,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,676676,63078
20161105-Sturm-MBO/mbo_E14E17.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,BOUND_FOCUS,mccallum,LOWER_UPPER_BETWEEN_SAMPLING_WITH_BOUNDS,6,0,0,0,1,6,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,32848,63065
