file,Module_check_count,Module_timer_add_total,Module_timer_check_total,Module_timer_remove_total,NewCoveringModule_backtracking_only_calls,NewCoveringModule_bound_samples,NewCoveringModule_covering_heuristic_type,NewCoveringModule_dimension,NewCoveringModule_incremental_and_backtracking_calls,NewCoveringModule_incremental_only_calls,NewCoveringModule_is_sample_outside_algorithm,NewCoveringModule_operator_type,NewCoveringModule_samples,NewCoveringModule_sampling_algorithm,NewCoveringModule_time_compute_covering_count,NewCoveringModule_time_compute_covering_overall_ms,NewCoveringModule_time_construct_derivation_count,NewCoveringModule_time_construct_derivation_overall_ms,NewCoveringModule_total_calls,NewCoveringModule_variable_ordering_type,SATModule<SATSettings1>_check_count,SATModule<SATSettings1>_timer_add_total,SATModule<SATSettings1>_timer_check_total,SATModule<SATSettings1>_timer_remove_total,SATModule_0_clauses,SATModule_0_decisions,SATModule_0_introduced_variables,SATModule_0_lemmas_learned,SATModule_0_mcsat_backjumpDecide,SATModule_0_mcsat_booleanConflict,SATModule_0_mcsat_booleanDecision,SATModule_0_mcsat_inconsistentTheoryDecision,SATModule_0_mcsat_insertedLazyExplanation,SATModule_0_mcsat_modelAssignmentCacheHit,SATModule_0_mcsat_theoryConflict,SATModule_0_mcsat_theoryDecision,SATModule_0_mcsat_usedLazyExplanation,SATModule_0_propagations,SATModule_0_restarts,SATModule_0_tseitin_variables,SATModule_0_variables,SATModule_0_variables_preferably_set_to_true,answer,cli_parsing_count,cli_parsing_overall_ms,exitcode,peak_memory_kbytes,runtime
20161105-Sturm-MBO/mbo_E11E27.smt2,1,0,1,0,0,0,DEFAULT_COVERING,4,0,0,DEFAULT,mccallum,3,LOWER_UPPER_BETWEEN_SAMPLING,7,0,3,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,6,0,unsat,1,7,3,17280,63
20161105-Sturm-MBO/mbo_E11E28.smt2,1,0,0,0,0,9,DEFAULT_COVERING,6,0,0,DEFAULT,mccallum,51,LOWER_UPPER_BETWEEN_SAMPLING,103,0,51,121,1,GreedyMaxUnivariate,1,0,1,0,0,0,0,1,,,,,,,,,,0,0,0,8,0,unsat,1,1373,3,23372,1447
20161105-Sturm-MBO/mbo_E12.smt2,1,0,0,0,0,12,DEFAULT_COVERING,6,0,0,DEFAULT,mccallum,65,LOWER_UPPER_BETWEEN_SAMPLING,128,0,62,54827,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551608,0,,,,,,,,,,0,0,0,8,0,timeout,,,11,163216,63026
20161105-Sturm-MBO/mbo_E12E13.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,33576,63018
20161105-Sturm-MBO/mbo_E12E14.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,33876,63045
20161105-Sturm-MBO/mbo_E12E15.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,1275564,63128
20161105-Sturm-MBO/mbo_E12E16.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,34492,63196
20161105-Sturm-MBO/mbo_E12E17.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,32960,63094
20161105-Sturm-MBO/mbo_E12E18.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,32016,63065
20161105-Sturm-MBO/mbo_E12E19.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,1,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,655796,63073
20161105-Sturm-MBO/mbo_E12E20.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,1,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,902928,63092
20161105-Sturm-MBO/mbo_E12E21.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,1,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,953528,63102
20161105-Sturm-MBO/mbo_E12E22.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,8,LOWER_UPPER_BETWEEN_SAMPLING,10,0,2,14141,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,66044,63018
20161105-Sturm-MBO/mbo_E12E23.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,8,LOWER_UPPER_BETWEEN_SAMPLING,12,0,3,2174,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,191180,63035
20161105-Sturm-MBO/mbo_E12E24.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,85048,63032
20161105-Sturm-MBO/mbo_E12E25.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,1,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,174056,63052
20161105-Sturm-MBO/mbo_E12E26.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,1,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,761828,63109
20161105-Sturm-MBO/mbo_E12E27.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,406156,63058
20161105-Sturm-MBO/mbo_E12E28.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,41504,63047
20161105-Sturm-MBO/mbo_E13.smt2,1,0,0,0,0,0,DEFAULT_COVERING,6,0,0,DEFAULT,mccallum,5,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551608,0,,,,,,,,,,0,0,0,8,0,timeout,,,11,551160,63123
20161105-Sturm-MBO/mbo_E13E14.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,75676,63049
20161105-Sturm-MBO/mbo_E13E15.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,67724,63039
20161105-Sturm-MBO/mbo_E13E16.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memout,,,12,1190008,59409
20161105-Sturm-MBO/mbo_E13E17.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,33888,63095
20161105-Sturm-MBO/mbo_E13E18.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,40968,63067
20161105-Sturm-MBO/mbo_E13E19.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,32788,63033
20161105-Sturm-MBO/mbo_E13E20.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memout,,,12,695676,46688
20161105-Sturm-MBO/mbo_E13E21.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,1535156,63145
20161105-Sturm-MBO/mbo_E13E22.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,1,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,158608,63023
20161105-Sturm-MBO/mbo_E13E23.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,112668,63101
20161105-Sturm-MBO/mbo_E13E24.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,30032,63025
20161105-Sturm-MBO/mbo_E13E25.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,751356,63151
20161105-Sturm-MBO/mbo_E13E26.smt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memout,,,12,448380,21607
20161105-Sturm-MBO/mbo_E13E27.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,1795048,63357
20161105-Sturm-MBO/mbo_E13E28.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,1,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,132220,63035
20161105-Sturm-MBO/mbo_E14.smt2,1,0,0,0,0,0,DEFAULT_COVERING,6,0,0,DEFAULT,mccallum,5,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551608,0,,,,,,,,,,0,0,0,8,0,timeout,,,11,362880,63054
20161105-Sturm-MBO/mbo_E14E15.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,68320,63085
20161105-Sturm-MBO/mbo_E14E16.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,676544,63063
20161105-Sturm-MBO/mbo_E14E17.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,32744,63019
20161105-Sturm-MBO/mbo_E14E18.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,39784,63071
20161105-Sturm-MBO/mbo_E14E19.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,94232,63041
20161105-Sturm-MBO/mbo_E14E20.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,68600,63056
20161105-Sturm-MBO/mbo_E14E21.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,7,1,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,606468,63177
20161105-Sturm-MBO/mbo_E14E22.smt2,1,0,0,0,0,0,DEFAULT_COVERING,7,0,0,DEFAULT,mccallum,6,LOWER_UPPER_BETWEEN_SAMPLING,6,0,0,0,1,GreedyMaxUnivariate,1,0,0,0,0,0,18446744073709551607,0,,,,,,,,,,0,0,0,9,0,timeout,,,11,149480,63053
